Trait Domain,Category ID,Category Name,Field ID,Field Name,Column Codes,Type,Notes,Covariates adjusted,N,Prevalence,h2,SE,,Female N,Prev in Female,Female h2,Female SE,Male N,Prev in Male,Male h2,Male SE,,SES Quantile 0-12/36,SES Quantile 1/36-13/36,SES Quantile 2/36-14/36,SES Quantile 3/36-15/36,SES Quantile 4/36-16/36,SES Quantile 5/36-17/36,SES Quantile 6/36-18/36,SES Quantile 7/36-19/36,SES Quantile 8/36-20/36,SES Quantile 9/36-21/36,SES Quantile 10/36-22/36,SES Quantile 11/36-23/36,SES Quantile 12/36-24/36,SES Quantile 13/36-25/36,SES Quantile 14/36-26/36,SES Quantile 15/36-27/36,SES Quantile 16/36-28/36,SES Quantile 17/36-29/36,SES Quantile 18/36-30/36,SES Quantile 19/36-31/36,SES Quantile 20/36-32/36,SES Quantile 21/36-33/36,SES Quantile 22/36-34/36,SES Quantile 23/36-35/36,SES Quantile 24/36-1
Life Style and Environment,100054,Physical activity,904,Number of days/week of vigorous physical activity 10+ minutes,904-0.0,categorical,any vigorous physical activity or not,"assessment center, age, sex, top 10 PCs, genotyping array",102944,61.63%,0.0782,0.0064,,54082,58.64%,0.0894,0.0117,48862,64.95%,0.0566,0.0135,,0.0658,0.0794,0.0854,0.0751,0.0614,0.0830,0.0789,0.1023,0.0958,0.0828,0.0762,0.1004,0.0981,0.0892,0.0819,0.0749,0.0606,0.0611,0.0635,0.0507,0.0556,0.0681,0.1002,0.0729,0.0582
Life Style and Environment,100054,Physical activity,914,Duration of vigorous activity,914-0.0,continuous,condition on Field 904,"assessment center, age, sex, top 10 PCs, genotyping array",96970,NA,0.0268,0.0041,,50873,NA,0.0306,0.0078,46097,NA,0.0314,0.0086,,0.0124,0.0193,0.0160,0.0114,0.0110,0.0182,0.0176,0.0241,0.0199,0.0091,0.0225,0.0420,0.0344,0.0330,0.0223,0.0226,0.0315,0.0409,0.0337,0.0229,0.0168,0.0203,0.0235,0.0262,0.0227
Life Style and Environment,100054,Physical activity,924,Usual walking pace,924-0.0,categorical,slow pace,"assessment center, age, sex, top 10 PCs, genotyping array",107581,8.22%,0.1263,0.0124,,56844,8.42%,0.1104,0.0226,50737,8.00%,0.1311,0.0261,,0.1534,0.1289,0.1041,0.1002,0.1085,0.0993,0.0974,0.0614,0.0777,0.0501,0.0777,0.0745,0.0844,0.1107,0.1516,0.1633,0.1491,0.1241,0.1084,0.0858,0.0773,0.0454,0.0734,0.0838,0.1099
Life Style and Environment,100054,Physical activity,924,Usual walking pace,924-0.0,categorical,brisk pace,"assessment center, age, sex, top 10 PCs, genotyping array",107581,38.71%,0.1211,0.0061,,56844,38.21%,0.1286,0.0113,50737,39.27%,0.1225,0.0126,,0.1150,0.1284,0.1174,0.1033,0.0940,0.0898,0.0949,0.0948,0.1106,0.1317,0.1243,0.1407,0.1475,0.1538,0.1402,0.1451,0.1458,0.1259,0.1151,0.1145,0.1002,0.0888,0.0921,0.0928,0.0889
Life Style and Environment,100054,Physical activity,943,Frequency of stair climbing in last 4 weeks,943-0.0,categorical,any stair climbing or not,"assessment center, age, sex, top 10 PCs, genotyping array",107249,90.36%,0.0067,0.0113,,56648,90.40%,0.0240,0.0210,50601,90.31%,0.0000,0.0234,,0.0000,0.0053,0.0139,0.0424,0.0719,0.0791,0.0831,0.0759,0.0645,0.0381,0.0260,0.0393,0.0009,0.0077,0.0000,0.0000,0.0000,0.0000,0.0018,0.0124,0.0221,0.0110,0.0314,0.0027,0.0055
Life Style and Environment,100054,Physical activity,971,Frequency of walking for pleasure in last 4 weeks,971-0.0,categorical,">=once a week or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",107369,44.89%,0.0307,0.0060,,56714,45.51%,0.0304,0.0111,50655,44.19%,0.0363,0.0124,,0.0320,0.0279,0.0239,0.0287,0.0264,0.0256,0.0400,0.0319,0.0390,0.0272,0.0328,0.0327,0.0029,0.0069,0.0022,0.0059,0.0183,0.0102,0.0199,0.0266,0.0431,0.0473,0.0549,0.0514,0.0518
Life Style and Environment,100054,Physical activity,981,Duration walking for pleasure,981-0.0,categorical,">30 min or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",107303,54.72%,0.0656,0.0060,,56685,56.64%,0.0685,0.0111,50618,52.58%,0.0590,0.0124,,0.0401,0.0453,0.0659,0.0657,0.0714,0.0786,0.0863,0.0792,0.0739,0.0632,0.0500,0.0421,0.0460,0.0352,0.0329,0.0278,0.0224,0.0164,0.0300,0.0352,0.0482,0.0437,0.0617,0.0689,0.0712
Life Style and Environment,100054,Physical activity,991,Frequency of strenuous sports in last 4 weeks,991-0.0,categorical,">=once a week or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",107546,7.76%,0.0776,0.0128,,56829,5.26%,0.0325,0.0302,50717,10.56%,0.0778,0.0222,,0.0662,0.0694,0.0729,0.1177,0.1141,0.1254,0.1107,0.0965,0.0645,0.0544,0.0585,0.0696,0.0462,0.0587,0.0554,0.0713,0.0508,0.0846,0.0614,0.0948,0.0883,0.0823,0.0498,0.0387,0.0703
Life Style and Environment,100054,Physical activity,1001,Duration of strenuous sports,1001-0.0,categorical,">30 min or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",107556,8.96%,0.0718,0.0117,,56830,5.96%,0.0643,0.0279,50726,12.33%,0.0884,0.0204,,0.0682,0.0546,0.0535,0.0795,0.1017,0.1004,0.0946,0.0702,0.0385,0.0342,0.0116,0.0316,0.0119,0.0194,0.0499,0.0802,0.0800,0.1023,0.0919,0.1078,0.1115,0.0888,0.0609,0.0484,0.0913
Life Style and Environment,100054,Physical activity,1011,Frequency of light DIY in last 4 weeks,1011-0.0,categorical,">=once a week or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",105880,31.25%,0.0705,0.0066,,55388,30.90%,0.0938,0.0123,50492,31.63%,0.0616,0.0134,,0.0226,0.0401,0.0443,0.0342,0.0570,0.0657,0.0629,0.0812,0.0648,0.0540,0.0343,0.0377,0.0423,0.0664,0.0725,0.0797,0.0801,0.0768,0.0786,0.0607,0.0861,0.1082,0.1051,0.1103,0.1250
Life Style and Environment,100054,Physical activity,1021,Duration of light DIY,1021-0.0,categorical,">30 min or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",105593,35.93%,0.0536,0.0063,,55213,34.85%,0.0740,0.0119,50380,37.11%,0.0525,0.0129,,0.0222,0.0253,0.0328,0.0281,0.0185,0.0114,0.0120,0.0314,0.0132,0.0188,0.0318,0.0315,0.0401,0.0490,0.0400,0.0508,0.0463,0.0484,0.0664,0.0595,0.0600,0.0510,0.0626,0.0562,0.0465
Life Style and Environment,100054,Physical activity,1070,Time spent watching television (TV),1070-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",107153,NA,0.1314,0.0038,,56566,NA,0.1372,0.0070,50587,NA,0.1260,0.0079,,0.1180,0.1146,0.1096,0.1013,0.1112,0.1180,0.1069,0.1072,0.1088,0.1025,0.0979,0.1002,0.0847,0.0851,0.0832,0.0932,0.1101,0.1109,0.1088,0.1076,0.1141,0.1207,0.1458,0.1430,0.1466
Life Style and Environment,100054,Physical activity,1080,Time spent using computer,1080-0.0,categorical,use computer or not,"assessment center, age, sex, top 10 PCs, genotyping array",107362,72.00%,0.1251,0.0067,,56724,68.57%,0.1287,0.0120,50638,75.84%,0.1609,0.0148,,0.0895,0.0874,0.0898,0.0829,0.0831,0.1009,0.0955,0.0978,0.0836,0.0783,0.0711,0.0891,0.1043,0.1158,0.1052,0.1126,0.1241,0.1459,0.1427,0.1500,0.1498,0.1418,0.1288,0.1347,0.1592
Life Style and Environment,100054,Physical activity,1090,Time spent driving,1090-0.0,categorical,drive or not,"assessment center, age, sex, top 10 PCs, genotyping array",106670,79.83%,0.0634,0.0077,,56311,74.52%,0.0751,0.0130,50359,85.77%,0.0388,0.0190,,0.0813,0.0743,0.0951,0.0895,0.1035,0.1223,0.1181,0.1355,0.1616,0.1722,0.1371,0.1037,0.0762,0.0480,0.0417,0.0464,0.0281,0.0299,0.0220,0.0188,0.0184,0.0182,0.0041,0.0145,0.0259
Life Style and Environment,100054,Physical activity,1100,Drive faster than motorway speed limit,1100-0.0,categorical,"sometimes/often/most of the time vs. never/rarely, exclusing not drive on the motorway","assessment center, age, sex, top 10 PCs, genotyping array",98030,55.49%,0.0901,0.0065,,49905,45.00%,0.1050,0.0126,48125,66.36%,0.0901,0.0138,,0.0806,0.0806,0.0679,0.0548,0.0562,0.0543,0.0644,0.0630,0.0746,0.0708,0.0815,0.0749,0.0941,0.0896,0.1025,0.1013,0.1051,0.0983,0.0777,0.0687,0.0723,0.0721,0.0688,0.0583,0.0479
Life Style and Environment,100054,Physical activity,2624,Frequency of heavy DIY in last 4 weeks,2624-0.0,categorical,">=once a week or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",104371,18.76%,0.0492,0.0081,,54648,12.69%,0.0464,0.0186,49723,25.43%,0.0532,0.0147,,0.0309,0.0457,0.0424,0.0497,0.0588,0.0611,0.0582,0.0742,0.0771,0.0910,0.0761,0.1038,0.1050,0.0938,0.1086,0.1090,0.0963,0.0760,0.0679,0.0539,0.0606,0.0534,0.0536,0.0380,0.0259
Life Style and Environment,100054,Physical activity,2634,Duration of heavy DIY,2634-0.0,categorical,">30 min or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",104436,31.85%,0.0614,0.0066,,54710,23.04%,0.0694,0.0139,49726,41.54%,0.0645,0.0128,,0.0192,0.0272,0.0321,0.0390,0.0359,0.0411,0.0465,0.0591,0.0599,0.0697,0.0691,0.0743,0.0683,0.0653,0.0662,0.0718,0.0668,0.0834,0.0718,0.0812,0.0832,0.0608,0.0559,0.0460,0.0536
Life Style and Environment,100054,Physical activity,3637,Frequency of other exercises in last 4 weeks,3637-0.0,categorical,">=once a week or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",107152,35.16%,0.0689,0.0063,,56657,35.84%,0.0843,0.0116,50495,34.40%,0.0620,0.0131,,0.0557,0.0474,0.0580,0.0562,0.0581,0.0657,0.0502,0.0518,0.0595,0.0713,0.0700,0.0625,0.0677,0.0689,0.0685,0.0787,0.0889,0.1104,0.0916,0.0799,0.0929,0.0888,0.1234,0.1003,0.0955
Life Style and Environment,100054,Physical activity,3647,Duration of other exercises,3647-0.0,categorical,">30 min or not, use controls in Field 6164","assessment center, age, sex, top 10 PCs, genotyping array",107192,36.88%,0.0650,0.0062,,56689,38.55%,0.0865,0.0113,50503,35.01%,0.0577,0.0130,,0.0615,0.0603,0.0452,0.0368,0.0330,0.0465,0.0436,0.0441,0.0604,0.0758,0.0690,0.0714,0.0699,0.0710,0.0748,0.0790,0.0645,0.0854,0.0829,0.0740,0.0868,0.0811,0.0997,0.0745,0.0649
Life Style and Environment,100054,Physical activity,6164,Types of physical activity in last 4 weeks,6164-0.0~6164-0.4,categorical,walking for pleasure (not as a means of transport) or not,"assessment center, age, sex, top 10 PCs, genotyping array",107666,70.71%,0.0714,0.0066,,56888,72.85%,0.0661,0.0126,50778,68.32%,0.0585,0.0134,,0.0576,0.0787,0.0922,0.0791,0.0844,0.0838,0.0745,0.0744,0.0830,0.0712,0.0569,0.0666,0.0556,0.0433,0.0483,0.0553,0.0548,0.0406,0.0458,0.0436,0.0460,0.0466,0.0638,0.0654,0.0621
Life Style and Environment,100054,Physical activity,6164,Types of physical activity in last 4 weeks,6164-0.0~6164-0.4,categorical,"other exercises (eg: swimming, cycling, keep fit, bowling) or not","assessment center, age, sex, top 10 PCs, genotyping array",107666,47.39%,0.0837,0.0059,,56888,48.85%,0.1157,0.0110,50778,45.76%,0.0725,0.0123,,0.0827,0.0730,0.0650,0.0617,0.0438,0.0597,0.0550,0.0499,0.0728,0.0934,0.0772,0.0739,0.0690,0.0699,0.0759,0.0882,0.0909,0.1175,0.1088,0.0959,0.1227,0.1067,0.1414,0.1263,0.1090
Life Style and Environment,100054,Physical activity,6164,Types of physical activity in last 4 weeks,6164-0.0~6164-0.4,categorical,strenous sports or not,"assessment center, age, sex, top 10 PCs, genotyping array",107666,9.80%,0.0749,0.0111,,56888,6.67%,0.0733,0.0260,50778,13.30%,0.0735,0.0195,,0.0563,0.0503,0.0523,0.0918,0.1158,0.1104,0.1064,0.0895,0.0540,0.0398,0.0161,0.0287,0.0087,0.0121,0.0384,0.0573,0.0493,0.0635,0.0723,0.0949,0.1052,0.0900,0.0592,0.0487,0.0777
Life Style and Environment,100054,Physical activity,6164,Types of physical activity in last 4 weeks,6164-0.0~6164-0.4,categorical,"light DIY (eg: pruning, watering the lawn) or not","assessment center, age, sex, top 10 PCs, genotyping array",107666,51.56%,0.0714,0.0059,,56888,52.85%,0.0864,0.0110,50778,50.12%,0.0604,0.0123,,0.0316,0.0335,0.0480,0.0483,0.0497,0.0409,0.0372,0.0441,0.0461,0.0349,0.0493,0.0556,0.0597,0.0592,0.0608,0.0636,0.0623,0.0603,0.0686,0.0615,0.0615,0.0606,0.0723,0.0871,0.0770
Life Style and Environment,100054,Physical activity,6164,Types of physical activity in last 4 weeks,6164-0.0~6164-0.4,categorical,"heavy DIY (eg: weeding, lawn mowing, carpentry, digging) or not","assessment center, age, sex, top 10 PCs, genotyping array",107666,43.54%,0.0703,0.0060,,56888,34.37%,0.0704,0.0116,50778,53.81%,0.0665,0.0123,,0.0541,0.0492,0.0422,0.0419,0.0425,0.0486,0.0442,0.0512,0.0560,0.0651,0.0681,0.0641,0.0603,0.0538,0.0587,0.0773,0.0778,0.0823,0.0827,0.0895,0.0962,0.0823,0.0791,0.0838,0.0916
Life Style and Environment,100055,Sun exposure,1050,Time spend outdoors in summer,1050-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",102149,NA,0.0960,0.0040,,53455,NA,0.0795,0.0074,48694,NA,0.1165,0.0082,,0.0982,0.0952,0.0928,0.1021,0.0883,0.0824,0.0853,0.0873,0.0896,0.0905,0.0846,0.0809,0.0902,0.0889,0.0899,0.0920,0.0899,0.0956,0.0891,0.0966,0.0960,0.0959,0.1069,0.1164,0.1198
Life Style and Environment,100055,Sun exposure,1060,Time spent outdoors in winter,1060-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",101982,NA,0.0717,0.0040,,53489,NA,0.0556,0.0074,48493,NA,0.0921,0.0082,,0.0576,0.0640,0.0590,0.0619,0.0532,0.0585,0.0608,0.0563,0.0537,0.0571,0.0528,0.0479,0.0601,0.0519,0.0601,0.0528,0.0560,0.0599,0.0606,0.0661,0.0662,0.0753,0.0853,0.0835,0.0935
Life Style and Environment,100055,Sun exposure,1717,Skin colour,1717-0.0,categorical,very fair/fair vs. other,"assessment center, age, sex, top 10 PCs, genotyping array",106773,80.09%,0.5559,0.0078,,56551,79.95%,0.6121,0.0143,50222,80.24%,0.4828,0.0162,,0.5278,0.5258,0.5251,0.5093,0.5126,0.4855,0.4708,0.4730,0.4831,0.4846,0.4855,0.4833,0.5071,0.5115,0.5204,0.5355,0.5529,0.5389,0.5462,0.5404,0.5468,0.5433,0.5518,0.5385,0.5479
Life Style and Environment,100055,Sun exposure,1727,Ease of skin tanning,1727-0.0,categorical,very/moderately tanned vs. mildly/occasionanlly/never tanned,"assessment center, age, sex, top 10 PCs, genotyping array",105966,61.13%,0.4543,0.0062,,55811,54.69%,0.4302,0.0112,50155,68.30%,0.4896,0.0135,,0.4515,0.4594,0.4633,0.4410,0.4467,0.4327,0.4143,0.4110,0.3973,0.4121,0.4118,0.4003,0.4198,0.4244,0.4294,0.4296,0.4281,0.4311,0.4471,0.4479,0.4248,0.4334,0.4413,0.4604,0.4429
Life Style and Environment,100055,Sun exposure,1737,Childhood sunburn occasions,1737-0.0,categorical,any sunburn occasion or not,"assessment center, age, sex, top 10 PCs, genotyping array",80937,47.35%,0.2429,0.0078,,43563,43.11%,0.2304,0.0145,37374,52.30%,0.2609,0.0167,,0.2198,0.2162,0.2140,0.2204,0.2135,0.2178,0.2204,0.2180,0.2057,0.2290,0.2109,0.2084,0.2078,0.2082,0.1973,0.2433,0.2870,0.2484,0.2454,0.2765,0.3088,0.2848,0.2590,0.2571,0.2524
Life Style and Environment,100055,Sun exposure,1747,"Hair colour (natural, before greying)",1747-0.0,categorical,blonde,"assessment center, age, sex, top 10 PCs, genotyping array",107947,11.36%,0.4875,0.0102,,57099,12.60%,0.4530,0.0179,50848,9.98%,0.4696,0.0229,,0.4440,0.4702,0.5070,0.4859,0.5186,0.5524,0.5379,0.5365,0.4986,0.4993,0.4861,0.4540,0.4324,0.4288,0.4397,0.4480,0.4576,0.4546,0.4812,0.4940,0.4917,0.5145,0.5252,0.4866,0.5056
Life Style and Environment,100055,Sun exposure,1747,"Hair colour (natural, before greying)",1747-0.1,categorical,red,"assessment center, age, sex, top 10 PCs, genotyping array",107947,4.62%,1.0000,0.0177,,57099,5.36%,1.0000,0.0297,50848,3.79%,1.0000,0.0419,,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000,1.0000
Life Style and Environment,100055,Sun exposure,1747,"Hair colour (natural, before greying)",1747-0.2,categorical,light brown,"assessment center, age, sex, top 10 PCs, genotyping array",107947,41.25%,0.1281,0.0060,,57099,42.63%,0.1265,0.0111,50848,39.71%,0.1354,0.0126,,0.1069,0.1131,0.1204,0.1174,0.1240,0.1108,0.1167,0.1205,0.1259,0.1274,0.1160,0.1223,0.1135,0.1048,0.1270,0.1329,0.1275,0.1167,0.1268,0.1432,0.1324,0.1283,0.1424,0.1577,0.1500
Life Style and Environment,100055,Sun exposure,1747,"Hair colour (natural, before greying)",1747-0.3,categorical,dark brown,"assessment center, age, sex, top 10 PCs, genotyping array",107947,37.13%,0.4248,0.0061,,57099,37.12%,0.5382,0.0114,50848,37.15%,0.2975,0.0128,,0.4035,0.3928,0.4061,0.4196,0.4197,0.4050,0.4150,0.4318,0.4705,0.4679,0.4484,0.4378,0.4172,0.4149,0.4136,0.4198,0.4214,0.4285,0.4186,0.4238,0.4264,0.4269,0.4256,0.4243,0.4202
Life Style and Environment,100055,Sun exposure,1747,"Hair colour (natural, before greying)",1747-0.4,categorical,black,"assessment center, age, sex, top 10 PCs, genotyping array",107947,4.34%,0.4444,0.0184,,57099,1.50%,0.4903,0.0716,50848,7.54%,0.4713,0.0270,,0.4652,0.4662,0.4451,0.3756,0.3525,0.3834,0.3868,0.3769,0.3899,0.3786,0.3842,0.4291,0.4380,0.4265,0.4288,0.4803,0.4316,0.4462,0.4281,0.4463,0.4524,0.4472,0.4314,0.4378,0.4504
Life Style and Environment,100055,Sun exposure,2267,Use of sun/uv protection,2267-0.0,categorical,"most of the time/always vs. never/rarely/sometimes, exclusing do not go out in sunshine","assessment center, age, sex, top 10 PCs, genotyping array",107415,57.62%,0.0949,0.0060,,56757,68.39%,0.0901,0.0120,50658,45.55%,0.1169,0.0124,,0.1177,0.1187,0.1231,0.1356,0.1378,0.1355,0.1147,0.1213,0.1019,0.0968,0.1071,0.0985,0.1075,0.0990,0.0911,0.0900,0.0787,0.0852,0.0747,0.0838,0.0845,0.0826,0.0658,0.0667,0.0560
Life Style and Environment,100056,Sexual factors,2139,Age first had sexual intercourse,2139-0.0,continuous,excluding never had sex,"assessment center, age, sex, top 10 PCs, genotyping array",95173,NA,0.1417,0.0042,,50170,NA,0.1483,0.0079,45003,NA,0.1587,0.0088,,0.1521,0.1361,0.1327,0.1162,0.1056,0.0976,0.0970,0.0942,0.0858,0.0929,0.1027,0.1239,0.1213,0.1227,0.1181,0.1210,0.1160,0.1233,0.1294,0.1327,0.1336,0.1271,0.1324,0.1459,0.1492
Life Style and Environment,100056,Sexual factors,2149,Lifetime number of sexual partners,2149-0.0,continuous,set never had sex to zero,"assessment center, age, sex, top 10 PCs, genotyping array",89782,NA,0.0456,0.0045,,47603,NA,0.0753,0.0083,42179,NA,0.0584,0.0094,,0.0660,0.0647,0.0691,0.0732,0.0603,0.0425,0.0337,0.0350,0.0397,0.0497,0.0423,0.0471,0.0429,0.0507,0.0384,0.0348,0.0273,0.0515,0.0464,0.0523,0.0589,0.0478,0.0486,0.0319,0.0271
Life Style and Environment,100056,Sexual factors,2159,Ever had same-sex intercourse,2159-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array",98126,3.28%,0.1120,0.0242,,51535,2.70%,0.1584,0.0521,46591,3.93%,0.1116,0.0446,,0.1748,0.2952,0.2795,0.2147,0.3294,0.3011,0.2300,0.1751,0.0662,0.0259,0.0255,0.1146,0.1158,0.1275,0.2128,0.1620,0.2117,0.2130,0.1414,0.0908,0.0667,0.1309,0.1523,0.0948,0.0899
Life Style and Environment,100057,Sleep,1160,Sleep duration,1160-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",107519,NA,0.0730,0.0038,,56741,NA,0.0881,0.0070,50778,NA,0.0581,0.0078,,0.0457,0.0504,0.0565,0.0646,0.0614,0.0574,0.0734,0.0727,0.0633,0.0757,0.0817,0.0844,0.0811,0.0775,0.0903,0.0913,0.0880,0.0925,0.0972,0.1028,0.1046,0.1104,0.1022,0.0860,0.0775
Life Style and Environment,100057,Sleep,1170,Getting up in morning,1170-0.0,categorical,fairly easy/very easy vs. not at all easy/not very easy,"assessment center, age, sex, top 10 PCs, genotyping array",107945,82.73%,0.0979,0.0082,,57070,79.11%,0.1323,0.0139,50875,86.80%,0.0788,0.0196,,0.0903,0.1098,0.1207,0.0890,0.0925,0.0934,0.0951,0.0855,0.1092,0.1051,0.0927,0.0779,0.0998,0.0973,0.1098,0.1208,0.1135,0.1157,0.1032,0.0999,0.0969,0.0840,0.0824,0.0781,0.0700
Life Style and Environment,100057,Sleep,1180,Morning/evening person (chronotype),1180-0.0,categorical,a more morning person vs. a more evening person,"assessment center, age, sex, top 10 PCs, genotyping array",96790,62.34%,0.1598,0.0068,,52469,62.79%,0.1838,0.0124,44321,61.81%,0.1525,0.0145,,0.1560,0.1630,0.1691,0.1742,0.1742,0.1725,0.1704,0.1642,0.1566,0.1531,0.1436,0.1156,0.1086,0.1174,0.1196,0.1317,0.1180,0.1276,0.1225,0.1213,0.1250,0.1373,0.1534,0.1647,0.1847
Life Style and Environment,100057,Sleep,1190,Nap during day,1190-0.0,categorical,sometimes/usually vs. never/rarely,"assessment center, age, sex, top 10 PCs, genotyping array",108123,44.24%,0.1450,0.0059,,57136,39.11%,0.1409,0.0112,50987,49.99%,0.1326,0.0122,,0.1398,0.1352,0.1394,0.1316,0.1355,0.1385,0.1461,0.1413,0.1387,0.1373,0.1424,0.1394,0.1428,0.1274,0.1304,0.1129,0.1011,0.1014,0.1070,0.1151,0.1037,0.1118,0.1241,0.1356,0.1408
Life Style and Environment,100057,Sleep,1200,Sleeplessness / insomnia,1200-0.0,categorical,sometimes/usually vs. never/rarely,"assessment center, age, sex, top 10 PCs, genotyping array",108075,76.10%,0.0908,0.0071,,57121,81.69%,0.1026,0.0148,50954,69.84%,0.1208,0.0135,,0.1214,0.1200,0.1186,0.1090,0.0937,0.1087,0.1084,0.1055,0.0863,0.0962,0.0930,0.1127,0.1049,0.0866,0.1047,0.1104,0.1055,0.0837,0.0840,0.0958,0.1199,0.1143,0.1079,0.0878,0.0918
Life Style and Environment,100057,Sleep,1210,Snoring,1210-0.0,binary,,"assessment center, age, sex, top 10 PCs, genotyping array",100767,38.22%,0.1068,0.0065,,52572,28.78%,0.1307,0.0133,48195,48.53%,0.0873,0.0130,,0.0987,0.0770,0.0879,0.0921,0.0963,0.0990,0.0951,0.1053,0.0955,0.0860,0.0835,0.0785,0.0693,0.0696,0.0696,0.0774,0.0875,0.0885,0.0827,0.0680,0.0896,0.0903,0.0804,0.0830,0.0908
Life Style and Environment,100057,Sleep,1220,Daytime dozing / sleeping (narcolepsy),1220-0.0,categorical,sometimes/often/all of the time vs. never/rarely,"assessment center, age, sex, top 10 PCs, genotyping array",107797,23.13%,0.0907,0.0072,,56970,21.64%,0.0868,0.0137,50827,24.79%,0.0868,0.0146,,0.0969,0.0942,0.0865,0.0982,0.0892,0.0997,0.0975,0.1101,0.0984,0.0850,0.0866,0.0628,0.0759,0.0671,0.0631,0.0705,0.0691,0.0807,0.0767,0.0715,0.0906,0.0955,0.0968,0.0961,0.0840
Life Style and Environment,100058,Smoking,1239,Current tobacco smoking,1239-0.0,categorical,"yes, on most or all days/only occasionally vs. no","assessment center, age, sex, top 10 PCs, genotyping array",108116,12.14%,0.1803,0.0098,,57129,11.20%,0.1710,0.0191,50987,13.19%,0.1591,0.0195,,0.1641,0.1741,0.1592,0.1952,0.1848,0.1786,0.1761,0.1535,0.1437,0.1498,0.1336,0.1123,0.0938,0.1138,0.1402,0.1454,0.1648,0.1650,0.1548,0.1552,0.1619,0.1426,0.1587,0.1621,0.1737
Life Style and Environment,100058,Smoking,1249 & 2644,"Past tobacco smoking & Light smokers, at least 100 smokes in lifetime",1249-0.0 & 2644-0.0,categorical,at least 100 smokes in lifetime or not,"assessment center, age, sex, top 10 PCs, genotyping array",96377,40.24%,0.2019,0.0067,,51037,35.46%,0.1898,0.0128,45340,45.63%,0.2348,0.0138,,0.1902,0.1815,0.1761,0.1790,0.1841,0.1954,0.1948,0.1918,0.1826,0.1962,0.1931,0.1906,0.1923,0.1997,0.1900,0.2034,0.2056,0.2002,0.1851,0.1839,0.1774,0.1711,0.1798,0.1748,0.1814
Life Style and Environment,100058,Smoking,2867,Age started smoking in former smokers,2867-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",28719,NA,0.0890,0.0138,,13098,NA,0.0375,0.0303,15621,NA,0.1114,0.0254,,0.1448,0.1174,0.1001,0.0977,0.1292,0.1748,0.1346,0.1066,0.1067,0.1088,0.0810,0.0862,0.0727,0.0370,0.0258,0.0265,0.0427,0.0154,0.0826,0.0781,0.0684,0.0779,0.0993,0.0863,0.0769
Life Style and Environment,100058,Smoking,2887,Number of cigarettes previously smoked daily,2887-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",27797,NA,0.0958,0.0143,,13135,NA,0.0807,0.0302,14662,NA,0.1038,0.0271,,0.1001,0.1170,0.1530,0.1382,0.1195,0.1048,0.1128,0.1250,0.1268,0.1255,0.1083,0.1159,0.0985,0.0647,0.0788,0.0843,0.1044,0.1288,0.1208,0.1039,0.1049,0.0942,0.0568,0.0429,0.0725
Life Style and Environment,100058,Smoking,3436,Age started smoking in current smokers,3436-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",10479,NA,0.0975,0.0379,,5284,NA,0.1147,0.0753,5195,NA,0.1252,0.0767,,0.0000,0.0438,0.0000,0.0000,0.0000,0.0000,0.1190,0.2241,0.2199,0.0911,0.1358,0.0000,0.0000,0.0000,0.2037,0.1290,0.1032,0.1129,0.0803,0.0848,0.0521,0.0580,0.0815,0.0662,0.0559
Life Style and Environment,100058,Smoking,3456,Number of cigarettes currently smoked daily (current cigarette smokers),3456-0.0,continuous,,"assessment center, age, sex, top 10 PCs, genotyping array",10005,NA,0.1324,0.0397,,5323,NA,0.1346,0.0748,4682,NA,0.1129,0.0852,,0.0803,0.0958,0.0000,0.0000,0.1110,0.0949,0.0134,0.1099,0.0000,0.0000,0.0581,0.1080,0.1864,0.0789,0.0000,0.0000,0.0000,0.0000,0.0625,0.0686,0.0547,0.0497,0.0197,0.0422,0.1490
